title	issued	modified	description	id
Highly Efficient FUV Photodetector with AlGaN Nanowire Photocathode, Phase I	2009-07-01	2018-07-19	To address the xxxxxx GSFC need for significant improvements in wide bandgap materials and detectors for UV applications, xxxxxxical xxxxxxics Corporation (POC) proposes to develop a new xxxxxx xxxxxx Plate solar-blind photodetector with an Alxxxxxx nanowire photocathode fabricated directly on the MCP entrance plane (NW-Si-MCP). This innovative photocathode and the technology of its growth on the Si microchannel plate enables us to meet xxxxxx requirements for high quantum efficiency, low noise, radiation-hard, reliable, and potentially low cost solar-blind photodetectors. The large size and high number of microchannels offers superior spectral and spatial resolution for future xxxxxx space instruments involved in the investigation of the origin of xxxxxx, planet finding, and understanding xxxxxx-Earth interactions while simultaneously improving the sensitivity of new instruments and avoiding an expensive increase of their cost due to optical system size. In xxxxxx I, POC will demonstrate the feasibility of fabrication of Alxxxxxx nanowire photocathodes for NW-Si-MCP detectors by fabricating the photocathode samples and demonstrating their quantum efficiency in the spectral range from 100 nm to 200 nm (xxxxxx level 4). In xxxxxx, POC plans to develop a fully functional NW-Si-MCP prototype and demonstrate its long-term operation in harsh conditions (xxxxxx level 6).	14230
CASSINI ORBITER N/A UVIS SPATIAL SPECTRAL IMAGE CUBE 1.0	2018-06-26	2018-07-19	xxxxxxgraphic observations of xxxxxx, xxxxxxian rings, satellites, atmospheres and the interplanetary medium in the far and extreme ultraviolet.	14231
VG2 JUP MAG RESAMPLED HELIOGRAPHIC (RTN) COORDS 9.60SEC V1.0	2018-06-26	2018-07-19	not applicable	14232
ROSETTA-ORBITER COMET PRELANDING OSINAC 3 RDR MTP 004B V1.0	2018-06-26	2018-07-19	This data set contains calibrated images acquired by the OSIRIS Narrow xxxxxxleCamera during the prelanding phase of the xxxxxx mission at the comet 67P,covering the period from 2014-06-18 to 2014-07-02.	14233
ROSETTA-ORBITER COMMISSIONING OSIWAC 2 EDR V1.4	2018-06-26	2018-07-19	This data set contains images acquired by the OSIRIS Wide xxxxxxle Camera during the COMMxxxxxxIONING mission phase	14234
A phase-space coupled hybrid framework for combined continuum/rarefied high speed flows	2018-10-01	2018-07-19	This xxxxxxy Career Faculty Award will support the development of a novel phase-space coupled hybrid framework for mixed continuum/rarefied flows. Flow structures that develop around high-speed atmospheric entry vehicles often contain localized flow regions where rarefied (or non-continuum) effects, within an otherwise continuum description, lead to significant modeling uncertainty. Hybrid techniques that incorporate both continuum and kinetic computational methodologies offer an elegant balance of computational efficiency and accuracy for simulations involving mixed continuum/rarefied flow regimes. These efforts will construct a foundational hybrid framework for chemically reacting flows from xxxxxxralized Chapman-Enskog (GCE) Theory. Broad research opportunities exist in the development of this hybrid methodology, and a number of novel contributions are anticipated from these efforts including: (i) consistent state-based kinetics models for CFD/xxxxxx flow solvers, (ii) new set of GCE continuum breakdown parameters and assessment of continuum breakdown for reacting flows, (iii) a novel phase-space coupling procedure for improved statistics in xxxxxx tail-driven processes.	14235
Targeting Absolute Salinity for Earth and Space	2013-06-01	2018-07-19	As part of a grant through a xxxxxx xxxxxx xxxxxx (JSC) 2011 xxxxxxovation Charge Account (ICA), a novel optical sensor was developed and early feasibility demonstrated in the measurement of concentration factors in spacecraft urine and urine brine waste streams.&nbsp; As part of this development work, a secondary xxxxxxbased application for the sensor was suggested.&nbsp; Specifically, the optical sensor might be used to predict so-called &ldquo;absolute&quot; salinity, a new salinity parameter believed critical for improved&nbsp;modeling of the ocean&#39;s thermodynamic processes and better predicting global climate change. For both applications, the need to improve the sensor&#39;s measurement sensitivity was recognized.&nbsp; The current project investigated methods to improve measurement sensitivity over the 2011 developed ICA optical sensor.&nbsp; Interim results suggest up to at least a 20-fold increase in waveguide&nbsp;response can be achieved using a novel design and construction of a hybrid waveguide sensor.&nbsp; The continued development of an optical sensor platform capable of enhanced measurements of solution concentration is certain to find use in a broad range of important Earth and space applications. As part of a 2011 JSC xxxxxxovation Charge Account (ICA) call, a novel in-line optical sensor was developed and early feasibility demonstrated in the measurement of concentration factors in spacecraft urine/urine brine samples using a novel optical waveguide sensor.&nbsp; During the course of the 2011 work, a second application of the waveguide sensor was realized.&nbsp; Specifically, it was conceived that the optical sensor could be packaged and used for in-situ estimates of so-called &quot;absolute&quot; salinity.&nbsp; This salinity parameter is being suggested as a potential new standard for modeling the ocean&#39;s thermodynamic processes and better predicting global climate change.&nbsp; For both applications, it was recognized that the sensitivity of the 2011 ICA sensor would need to be improved. The current project proposed the investigation of methods to improve the sensitivity of&nbsp;the optical sensor, by way of parameters such as: the physical dimensions of the system, use of alternative waveguide materials, light sources and light conditioning, and treatments to fiber optic waveguide materials.&nbsp; Interim results have demonstrated at least a 20-fold increase in sensitivity over&nbsp; the concentration range of interest using a novel design and construction of a hybridized waveguide system.&nbsp; A xxxxxx xxxxxx xxxxxx describing the sensor has been submitted, MSC-25706-1.&nbsp;	14236
Agent-based Simulation of NAS, Phase II	2004-09-01	2018-07-19	Agent-based Simulation of NAS, xxxxxx	14237
Hydrophobic Polymers with Adherend Complexing Sidechains as Durable Aerospace Adhesives, Phase I	2009-07-01	2018-07-19	In support of xxxxxx Aeronautics xxxxxxearch Mission Directorate, xxxxxxSonic would optimize our moisture-resistant aerospace adhesives with in-situ corrosion mitigating surface treatments to improve aviation safety by reducing durability related hazards on subsonic commercial aircraft.  xxxxxxSonic specializes in the production of advanced, non-commodity resins as adhesive, sealant, and novel coupling agents.  One aspect of our synthetic method involves the systematic replacement of nonpolar groups along well defined polymer backbones with sidechain chemical moieties capable of complexing with metals, hence significantly increasing adhesion to metal or composites relative to nonpolar resins.  xxxxxx engineered hybrid copolymers allow the inherently hydrophobic backbone to mitigate moisture ingress, while the tailored sidechain moieties offer adhesion orders of magnitude greater than unmodified commodity resins.  xxxxxxSonic also tailors the number and type of crosslinking sites available to minimize CTE, while maximizing the mechanical properties and cohesive strength to prevent catastrophic disbonding from aircraft adherend. The specialty adhesives are available in 1-55 gallon drum quantities.  Down-selected adhesives and coupling agents shall be tested under harsh thermal (-90ºF to 800ºF) and environmental conditions and in a wind tunnel (subsonic, xxxxxx <1) along-side state-of-the-art structural aerospace adhesives to increase the xxxxxx from 4 to 6 during xxxxxx	14238
Nanoparticle-Dendrimer Composite Ultralight Photovoltaics, Phase I	2005-07-01	2018-07-19	We propose to develop flexible solid state polymer-based solar cells that have a power density >1000 W/kg and > 5 year life in the space environment. The specific approach that we will employ it to make intimate organic-inorganic nanocomposites of polymeric electron donors and low-percolating nanoparticle electron acceptors. The polymeric donors have a novel hyperbranched structure which ensure a three dimensional network with high isotropic charge mobility. The high aspect ratio nanoparticle acceptors have a high intrinsic mobility and low percolation threshold. Materials are modified chemically to form intimate interpenetrating networks. The cells are formed by laminating the composite between high and low work function contacts disposed on space-qualified flexible polymer substrates. xxxxxx I entails demonstrating cells with >2% xxxxxx efficiency using this approach.	14239
ARC Code TI: Surfer	2015-01-07	2018-07-19	Surfer is an extensible framework designed to select and rank grid resources where a resource is defined to be anything that may need selecting such as compute resources, storage resources, data resources, etc.	14240
ROSETTA-ORBITER EARTH SWING-BY 1 OSINAC 2 EDR V1.4	2018-06-26	2018-07-19	This data set contains images acquired by the OSIRIS Narrow xxxxxxle Camera during the EARTH SWING-BY 1 mission phase	14241
GALILEO ORBITER EUV JUPITER OPERATIONS EDR DATA	2018-06-26	2018-07-19	TBD	14242
A First Response Crew Mask for Ammonia, Hydrazine and Combustion Products, Phase I	2013-11-01	2018-07-19	The increasing frequency of xxxxxx (xxxxxx) egress operations results in chemical contamination of the spacecraft environment.  Among the most important contaminants are propellant residues (such as hydrazine) and their decomposition by-products, as well as coolants such as ammonia and xxxxxx.  xxxxxx has a 24 hour xxxxxx xxxxxximum Allowable Concentration (SMAC) of 7 ppm (Perry, 2010) and hydrazine has a 24 hour SMAC of 0.3 ppm (xxxxxx/JSC 20584, xxxxxxh, 2001).  These highly alkaline chemicals rapidly penetrate skin and coagulate proteins.  Furthermore, a hydrazine fuel leak onto any hot surfaces may cause fire.  TDA xxxxxxearch xxxxxx. proposes to develop a new adsorbent that can remove these contaminants to sub ppmv concentrations.  In the xxxxxx I, we will develop the adsorbent media and design a cartridge that will be incorporated into a first response crew mask.  We will demonstrate the efficacy of the cartridge in removing these contaminants at full-scale in an environmental chamber (xxxxxx 4).  We will also complete the detailed design of a general purpose first response mask, including additional adsorbents and ambient temperature oxidation catalyst that will provide complete protection against all contaminants (in addition to xxxxxx and hydrazine, CO, volatile organic compounds and combustion by-products, such as sulfur oxides will all be removed).  In xxxxxx, we will work with Gentex, a leading supplier of personal protection systems in fabricating the mask and cartridges. We will complete high fidelity demonstrations in an environmental chamber to fully demonstrate its capability (non-human testing at xxxxxx 6).	14243
Multi-Agent Optical Sensor Chip for Cryogenic Fluids Leak Detection, Phase I	2009-07-01	2018-07-19	In space missions, launch vehicles (LV) are filled with cryogenic propellant fluids. It is important to protect these LVs from any leakage of liquid propellants through a reliable, accurate, leak detection system.  Currently used analytical methods do not meet space mission requirements of low power consumption, reliability, low weight, and cost effectiveness. To overcome these limitations, Intelligent xxxxxxical xxxxxxs (IOS) proposes to adapt, optimize, and integrate optical detection technologies into an accurate leak detection system for H2, O2, and xxxxxx.Due to their extreme low temperatures, these cryogenic fluids induce a contraction of the materials they contact, creating a potential cause of leakage. xxxxxx leakage in air creates an explosive atmosphere for hydrogen concentrations (between 4% (v/v) -- the lower explosive limit (LEL) and 74.5% (v/v) -- the upper explosive limit (UEL)) at room temperature and pressure. The early detection of cryogenic fluid leakage is extremely important for reasons of safety, reliability, and economy. IOS will provide its expertise in optical sensing to develop a miniaturized, reliable, highly sensitive, multi agent detection prototype, a xxxxxx-Agent xxxxxxical xxxxxx xxxxxx for xxxxxxgenic Fluids xxxxxx xxxxxxion (MOSCLD). The study will target detection limits of 1ppm or less and a response time in the millisecond range.	14244
Stochastic Queuing Model Analysis to Support Airspace Super Density Operations (ASDO), Phase II	2013-05-01	2018-07-19	xxxxxx has been involved in extensive research efforts to develop advanced concepts and technologies, for the Next xxxxxxration Air Transportation xxxxxx (xxxxxx) under different xxxxxxearch Focus Areas (RFAs). The Airspace Super Density Operations (ASDO) RFA seeks to develop efficient terminal area operations. It is expected that multiple ASDO concepts will be interacting with one another in a complex non-deterministic manner. Therefore, the overall terminal system performance may not be a straightforward combination of individual performance indices. It is also crucial that the overall system performance be robust to wind and operational uncertainties. The proposed research effort seeks to develop a fast-time, stochastic analysis tool based on queuing theory that can be used to evaluate the interaction and combined performance of multiple ASDO concepts. The utility of the approach was demonstrated under xxxxxx I research. xxxxxx research seeks to achieve the following: (i) make enhancements to the modeling and simulation aspects of the approach, (ii) accelerate the stochastic simulation execution time using high-performance computing solutions, (iii) create software plug-ins for existing xxxxxx research tools, (iv) conduct studies of xxxxxx terminal area concepts using the queuing simulation, and (v) develop a conflict free scheduling algorithm based on the queuing simulation.	14245
Innovative Instrumentation Approaches for Monitoring and Control Applications	2017-07-01	2018-07-19	"xxxxxxanced sensors (e.g., FOSS and LMSG) will be investigated through a sequence of quasi-static load tests on representative \"simple\" soft-good test article(s) (i.e., a piece of fabric). The range of validity of the proposed sensors will be assessed. The experimental results will be quantified and compared with photogrammetry measurements. A guideline on the feasibility of these  sensors will be established based on the proposed study. Upon successful validation, the proposed advanced sensors may potentially be utilized for monitoring and control applications for xxxxxx/JPL projects such as xxxxxx, missions with EDL capability, as well as integration into dynamics testing procedures at JPL such as random vibration, acoustics, and shock."	14246
ROSETTA-ORBITER COMET ESCORT OSIWAC 2 EDR MTP 013 V1.0	2018-06-26	2018-07-19	This data set contains raw EDR images acquired by the OSIRIS Wide xxxxxxleCamera during the escort phase of the xxxxxx mission at the comet 67P,covering the period from 2015-02-10 to 2015-03-10.	14247
DAWN FC2 CALIBRATED MARS FLYBY IMAGES V1.0	2018-06-26	2018-07-19	Framing Camera 2 is one of two identical units flying on xxxxxx            spacecraft. This dataset includes the xxxxxxd xxxxxx Record (xxxxxx) version  of all available images acquired during the xxxxxx xxxxxx phase.            As in the original xxxxxx data sets, in addition to the imagery, anciliary  information is stored within the image headers, as well as a detailed    account of all the reference files used for the calibartion.             xxxxxx files needed for further processing are archived as a        separate data set.	14248
A Quantum Cascade Laser-Based CO Sensor for Fire Warning, Phase I	2010-07-01	2018-07-19	xxxxxxion Technologies and xxxxxxical xxxxxxs xxxxxx. (PSI) propose to jointly develop a compact, rugged, highly reliable, and autonomous sensor for in-situ monitoring of CO in spacecraft crew areas for fire warning.  Our innovation is to combine a custom fabricated Quantum Cascade xxxxxx (QCL) with PSI's proprietary single board electronics package that incorporates both a high sensitivity optical detection technique and all system control functions, to create a laser spectrometer for CO.  The advent of QCLs enables the development of a very compact and highly sensitive monitor.  This technical approach will result in a sensor that has the requisite dynamic range of 1 to 500 ppmv with a precision of 1 ppmv CO, in a physically robust and compact package.  The xxxxxx I program will demonstrate the feasibility of a breadboard sensor and create a detailed conceptual design for an advanced prototype.  The xxxxxx at the beginning of xxxxxx I is level 2 and the xxxxxx at the end of xxxxxx I will be level 4.  xxxxxx program will fabricate a prototype that can be demonstrated at a relevant simulator.  The xxxxxx at the end of xxxxxx will be level 6.  Successful completion of xxxxxx I and II will result in a rigorously validated prototype sensor that can monitor ambient CO with high speed and precision.  The sensor architecture can be easily modified to measure other species.	14249
High Seed Compressor for Propellant Densification, Phase I	2011-09-01	2018-07-19	Propellant densification systems particularly for H2 require compression systems developing very large amounts of head.  xxxxxxment of this head requires multiple stages of compressors running at high speed.  In the past these compressors have run on grease-packed ball bearings with very limited life.  This project will utilize special foil bearings in place of the ball bearings and not only greatly increase bearing life but also permit even higher speed operation which will reduce the number of compression stages and increase system efficiency.	14250
Compact, High-Accuracy Oxygen Flow Meter, Phase I	2017-12-01	2018-07-19	Life support systems for future space suits will require advanced instrumentation to enable use of the suit for multiple missions.  We propose to develop an oxygen flow meter for the space suit ventilation loop that will provide highly accurate flow measurements while meeting challenging requirements for low pressure drop, compact size, and durability.  In xxxxxx I, we will prove the feasibility of our approach through analyses and trade-off studies, proof-of-concept demonstrations, and prototype design.  In xxxxxx, we will design and assemble prototype flow meters and measure their performance under conditions that simulate operation in a portable life support system.	14251
Optical Coating Degradation Due to Particle Impacts	2015-09-01	2018-07-19	Charged particles are an important source of contamination for laser transmitter optics. xxxxxxver, these effects are not currently included in the GSFC contamination model, a deficiency that could result in compromising entire space missions. We will develop an all-purpose model to evaluate and mitigate the risk of laser contamination from charged particles, an accomplishment that will provide GSFC with a competitive advantage in future proposals, in particular for many of the missions in the xxxxxx xxxxxx Decadal Survey. With so many missions relying on well-functioning lasers, the evaluation and mitigation of charged particle contamination to laser optics is clearly of immense importance. Furthermore, xxxxxx with its diverse cadre of experts covering all relevant aspects of this problem is perfectly positioned to develop the machinery to evaluate and mitigate this serious threat to mission success.The motivation for this IRAD proposal is the three year long xxxxxx instrument xxxxxxical Coatings Life Test (Oxxxxxx) that addressed molecular contamination, but only in the laboratory - not in the space environment. xxxxxx of the Oxxxxxx measurements and telemetric data from previous xxxxxx xxxxxx missions including ICESat/GLASS and LRO/LOLA have revealed degradation in the optical throughput of the xxxxxx Transmitter (LT) optics (but not the laser itself) and significantly greater laser beam divergence. The combination of these two effects resulted in a significant reduction in LT performance. This level of reduction is significantly greater than the predictions of the xxxxxx molecular contamination model for the LT optics: it predicts only a 1.4% degradation for the xxxxxx LT optics. Furthermore, the Oxxxxxx-based LT optics life predictions for laser assisted molecular hydrocarbon contamination may not completely explain the level of LT optics performance degradation experienced by previous xxxxxx xxxxxx missions. Because the xxxxxx development is currently in the xxxxxxtion and xxxxxx stage, it is too far along to accommodate this proposed research within the ATLAS xxxxxxent budget and schedule or to modify the ATLAS LT design based on the results of the proposed modeling tool.This IRAD will develop a completely new modeling capability for use as a design tool for any future xxxxxx mission that includes a xxxxxx. This capability has the potential to significantly extend the operational life of LT optics (assuming the other instrument subsystems continue to function nominally) by reducing contamination-related risk. This will result in both cost savings and improved data quality.	14252
CALIPSO Wide Field Camera (WFC)  L1B Science 1 km Registered  Science Data V3-01	2018-06-25	2018-07-19	xxxxxx and xxxxxx xxxxxxfinder xxxxxx Observations (xxxxxx) was launched on April 28, 2006 to study the impact of clouds and aerosols on the xxxxxx radiation budget and climate. It flies in formation with five other satellites in the international “A-Train” (PDF) constellation for coincident Earth observations. The xxxxxx satellite comprises three instruments, xxxxxx with Orthogonal Polarization (CALIOP), the Imaging xxxxxx xxxxxx (IIR), and the xxxxxx Camera (WFC). xxxxxx is a joint satellite mission between xxxxxx and the French Agency, CNExxxxxxse data consist 5 km aerosol layer data.	14253
Time Domain Terahertz Axial Computed Tomography Non Destructive Evaluation, Phase II	2012-04-01	2018-07-19	"In this xxxxxx 2 project, we propose to develop, construct, and deliver to xxxxxx a computed axial tomography time-domain terahertz (CT TD-THz) non destructive evaluation (NDE) system which will provide true three dimensional images of aerospace polymer, ceramic, and composite structures.   Traditional time domain terahertz reflection tomographic imaging captures only a single view of an object, generating images of laminar structure similar to an ultrasound \"B-Scan\".  This reflection tomographic imaging is limited, however, in revealing only the laminar structure which presents a clear specular reflection from each interface.  Furthermore, traditional time domain terahertz reflection tomographic imaging has substantial difficulty in determining the layer index of refraction an absorption properties without ambiguity.   In xxxxxx we demonstrated the feasibility TD-THz  axial computed tomography to generate cross-sectional slices of aerospace materials.  This method acquires not one view, but many radial axial views, generating a sinogram which can be used to reconstruct images using a derivative of standard xxxxxx filtered back-projection.  The sinogram can be generated by the transmission absorbance, transmission time of flight, and, in principle, reflection measurements.  The reconstructed TD-THz CT images are 3D maps of the absorption coefficients and/or the index of refraction of the subsurface material."	14254
NEAR MSI IMAGES FOR CRUISE3	2018-06-26	2018-07-19	NEAR EDR volume sets contain a single data set, from one instrument and one mission phase (defined in the phase table in /AAREADME.TXT).	14255
Passive, Failure-Tolerant Docking and Undocking with Articulated Magnets	2019-08-01	2018-07-19	Current spacecraft docking relies on active movement (e.g. thrusters) to close the gap between participants, and to separate them when undocking. I intend to develop a universal, passive docking system using articulated permanent magnets to produce variable magnetic fields. By manipulating the configuration of permanent magnets, the net field at a point far away from the array can be altered. This allows spacecraft to approach each other by far-field magnetic attraction, with a guaranteed limit on potential energy so as to minimize the risk of collision.I intend to progress to xxxxxx 3 or higher under this fellowship through these three objectives:1. I intend to characterize the effect magnetic field manipulation has on collisions between parent systems. My investigation will begin with the special case of two objects approaching each other on a frictionless plane. I will conduct experiments such as tracking permanent magnets approaching each other on an air table. After investigating the case of static magnetic fields, I will create test platforms to produce variable fields during their approach. These robots can be constructed with simple permanent magnets and other off-the-shelf parts.2. Next I will select sensors so that the robots can characterize the state of their approach. These will be proven, high-xxxxxx solutions, integrated with my low-xxxxxx work to create a proof-of-concept suitable for testing in a laboratory environment. By closing the loop around the system, I will make it possible to design a control algorithm to adjust the configuration of the magnets to facilitate attraction or repulsion as needed to produce docking behavior.3. Ultimately, I intend to demonstrate the two robots approaching and coupling with each other and targets. By modulating the arrays of one or more units I will make sure they approach each other correctly. The robots should be able to establish a grapple on command, coupling with similar sized targets or visiting arbitrary points on larger ones. This will require access to sizable frictionless facilities such as those available at xxxxxx and other xxxxxx research centers.This project is highly relevant to TAxxxxxx, which includes development of docking systems applicable to a wide range of missions. My work will provide a fail-safe method of facilitating autonomous interactivity at all scales. It is low xxxxxx because no proof-of-concept yet exists although the physics of magnetism are well understood. Therefore I believe this work is well suited to the NSTRF solicitation for low xxxxxx technology development, relevant to xxxxxx. It is relevant to xxxxxx interests in general because of the alternative it offers to traditional docking mechanisms.With permanent magnets, attraction or repulsion can be maintained with power only needed for adjustments instead of continuously to generate the field. This solution provides the versatility of electromagnets with the power benefits of permanent magnets. It also simplifies the docking process by sharing a single hardware package for maneuvering during approach and securing the connection. Another major benefit is that targets do not need to be cooperative or even compliant with capture attempts. This enables a variety of future mission capability in Earth orbit and beyond.	14256
Novel Identification Tools for Multiresolution Analysis of Aeroservoelastic Flight Test Data, Phase I	2004-01-01	2018-07-19	Novel Identification xxxxxx for xxxxxxresolution xxxxxx of Aeroservoelastic xxxxxx Test xxxxxx, xxxxxx I	14257
Contact Stress Design Parameters for Titanium Bearings, Phase II	2018-04-01	2018-07-19	Air-Lock's xxxxxx I effort tested the effects of ball induced contact stresses on xxxxxx bearing races. The contact stress design limit that would achieve a planetary exploration suit's required cycle life was determined. These tests were performed on uniformly loaded flat thrust bearing style test plates.xxxxxx effort will take this information and use it in a real world application, existing advanced planetary exploration suit's bearings. Specifically focusing on the Z-1 series suit's Hip and Waist, and also the Z-2 Series Hip bearings. These are areas that are known to have large contact stresses due to non-uniform loading through axial restraint lines. This loading yields increased stresses in different areas of the race. With an understanding of the max expected stress, the bearing design can be made to accommodate all contact stresses applied to the race.xxxxxx effort will consist of finding the maximum expected contact stresses in these bearings through both test and FEA simulation. The bearing designs can then be optimized to reduce the contact stresses in these areas. Air-Lock will manufacture DVT units in order to cycle test the optimized bearings. The task will be finalized with the delivery of optimized bearings capable of being used on the Z-1 Series and Z-2 Series suits.	14258
Moisture-resistant TPS Materials, Phase I	2004-07-01	2018-07-19	The proposed xxxxxx xxxxxx I xxxxxx will generate closed-cell foam thermal protection system materials which do not need waterproofing, and which can be applied as a coating to replace impregnation densification processes and which can potentially protect critical structural elements from penetration of hot reentry gases in the event of damage to the external insulation.  Specifically, the program will demonstrate preceramic-polymer derived syntactic foams and  plasma sprayed syntactic foam coatings which can survive exposures to 2500 F erosive gases while being waterproof and able to withstand high pressure water-jet cleaning processes.  The proposed foams and low density TBC?s could replace a portion of the foam insulation on the SRB and external tank, as well as providing a backup TBC to protect space transportation system structures in the event of localized insulation failure.	14259
Software Defined Common Processing System (SDCPS), Phase I	2008-08-01	2018-07-19	Coherent Logix, xxxxxxorporated proposes the xxxxxxd Common xxxxxx xxxxxx (SDCPS) program to facilitate the development of a xxxxxxd Radio development kit based on HyperX xxxxxx with an accompanying software development flow to support rapid development and fielding of this technology to xxxxxx and high reliability system integrators.  xxxxxx exploration, science, and space operations systems are critically dependent on the hardware technologies used in their implementation.  Specifically, the performance and deployment of autonomous and computationally-intensive capabilities for space based observatories, orbiters, autonomous landing and hazard avoidance, autonomous rendezvous and capture, robotic, relative navigation, command, control and communications systems are directly dependent on the availability of radiation-tolerant, high-performance, reconfigurable and adaptable, modern communications and underlying energy-efficient processor technology.  The HyperX xxxxxx will simultaneously enable order of magnitude improvement in power savings while reducing chipset count, thus size and weight of the radio.  The HyperX processor technology is fully programmable and reconfigurable on the fly and is supported by industry standards based [hardware agnostic software development flow and] programming model using ANSI-C and MPI (message passing interface) API.  This provides reduced life-cycle costs and future proofing of hardware through fully portable software code.	14260
Robotic Vehicle Proxy Simulation, Phase II	2014-06-01	2018-07-19	xxxxxx Technologies proposes the development of a digital simulation to replace robotic vehicles in field studies.  It will model the dynamics, terrain interaction, sensors, control, communications, and interfaces of a robotic vehicle with the goal of supporting validation and training.  The simulation will be very easy to use by simple execution on a networked PC.  It will connect to xxxxxx robot-control frameworks and be easy to configure using a drag-and-drop interface.  It will be thorough in its ability to model a range of environments, from terrestrial to lunar, and through its ability to provide accurate sensor and truth data for analysis.  It will include simulation of communication latency and bandwidth restrictions.  xxxxxxs will be modeled through a powerful plugin interface that supports tying stimulation of new sensor modalities to terrain and objects.  The effort will include the development of robot, sensor, and environment models tailored to the simulation of field-study vehicles, and it will emphasize mimicking the network interfaces used by xxxxxx.  The proxy simulation will be able to model multiple and disparate robots simultaneously.  xxxxxx will implement and deliver a complete, executable system and an underlying xxxxxx software toolkit.	14261
NEAR XGRS SPECTRA FOR CRUISE4	2018-06-26	2018-07-19	NEAR EDR volume sets contain a single data set, from one instrument and one mission phase (defined in the phase table in /AAREADME.TXT).	14262
A Robust Flare Planning Logic for Unmanned Aerial Vehicle Applications, Phase I	2009-07-01	2018-07-19	"xxxxxx xxxxxx xxxxxxs proposes to develop a flare planning logic that would provide aircraft guidance during this critical phase of flight. The algorithms that xxxxxx seeks to leverage address the reachability problem in the fields of xxxxxximal Control and Hybrid xxxxxxs.  Two competing technical approaches will beconsidered; xxxxxx collectively refers to them as \"Safety Verification-based algorithms.\"To this end, xxxxxx proposes the innovation of applying a suitable version of these algorithms to the design of a flare maneuver guidance and planning logic.  The planner will be capable of dynamically producing a flare maneuver guaranteed not to violate the aircraft flight envelope and other stipulated constraints.  The planner will meet the robustness requirements stipulated in the topic solicitation; namely, it will apply to both impeded and unimpeded aircraft, and it will operate under significant weather disturbances.  The main technical challenge in developing the planning logic is extending and applying the chosen control algorithms to 6-DOF aircraft dynamics models under the required variety of operating conditions. The ultimate goal of the xxxxxx effort is to explore the feasibility of applying Safety Verification-based optimal control algorithms to an appropriately sophisticated model of the aircraft dynamics during the flare maneuver."	14263
Lithium Ion Batteries Development for CubeSats and SmallSats	2016-09-01	2018-07-19	Lithium Ion (xxxxxx) cells are being developed for high-power batteries in space; especially there is a strong need to miniaturize xxxxxx batteries for CubeSat and SmallSat. For this reason, we propose a process to design and implement xxxxxx (GSFC) in-house xxxxxx battery pack which provides us control over testing to design a high quality battery pack with low cost, risk reduction, and being able to adapt interface and mechanical form factor. xxxxxx scientists and engineers are developing SmallSat for the Center&rsquo;s and xxxxxx&rsquo;s mission needs. The xxxxxx in-house xxxxxx design address capabilities for xxxxxx&rsquo;s missions in science, exploration and space operation.&nbsp;This technology development includes two processes: xxxxxx cells and design battery pack as following:xxxxxx cells: xxxxxx cells from vendors authorized distributors to procure xxxxxx cells with two common sizes 18650 (18 mm x 65 mm) and 16340 (16 mm x 34 mm). We simply order sufficient quantity of commercial-of-the-shelf (COTS) cells. We will test for safety and performance at cell level. Cell level testing includes studies of the cell physical design, rate performance, cycle lifetime, self-discharge, thermal properties, Lot Acceptance Tests (LAT) for electrical properties, capacity verification, degradation, impedance matching, and mission profile. The test results will be used as our own xxxxxx cells database which in turn will be used to design a flight battery pack for CubeSat or SmallSat.Design a battery: As part of this task we will investigate and trade the protection features to either already built-in within the cells or included in the overall battery pack.&nbsp; The protection features to consider include short circuit, over-charging, over-discharging, and to maintain battery temperature.	14264
Sci-Share: Social Networking Adapted for Distributed Scientific Collaboration, Phase I	2009-07-01	2018-07-19	Our goal is to develop a social networking site with novel, specially designed feature sets to enable simultaneous remote collaboration and sharing of large data sets among scientists.  This site, called xxxxxx-Share, will include not only the standard features found on popular consumer oriented social networking sites such as xxxxxx and Myspace but also a number of powerful tools  to extend its functionality to a science collaboration site.	14265
HST SATURN WFPC2 3 RING PLANE CROSSING V1.0	2018-06-26	2018-07-19	This data set contains images of the xxxxxx system taken by the xxxxxxxxxxxxxx Camera 2 (WFPC2) aboard xxxxxx (HST) through November 1995. This period includes all images taken during the xxxxxx ring plane crossings of 1995. (No WFPC2 images of xxxxxx were obtained during the last ring plane crossing in February 1996 because xxxxxx was too close to the xxxxxx.)	14266
Sample Handling System for in-situ Powder X-ray Diffraction Instruments., Phase I	2004-07-01	2018-07-19	The proposed innovation is a Powder xxxxxx xxxxxx (PHS) that willdeliver powdered samples to in situ planetary xxxxxx instruments andprovide unique means of analysis optimization through real-time controlof the sample characteristics: internal motion for improved statistics,continuous flow of material, controlled thickness, insertion ofcalibration standard, etc.   The major improvements over conventionalsample handling are the simplicity of the system and the potential tocharacterize larger grain-size material, resulting in a significantrelaxation of the constraints on sample preparation (grinding).Proof-of-concept prototypes tested in a CheMin xxxxxx/XRF instrument haveshown a dramatic enhancement of the quality of the xxxxxx data, even withsamples that would normally be impossible to analyze. The PHS willrequire few or no moving parts and will be robust, lightweight, andcompact enough to be imbedded in the host instrument.  While developedprimarily for xxxxxx applications, the proposed technology could serve alarge variety of in situ instruments that require powdered materials.This innovation is a key enabling technology for in situ xxxxxx surface andsubsurface mineralogy characterization and directly addresses xxxxxx needsfor defined xxxxxx and xxxxxx missions.	14267
